column_id,text,label
stock_col_1,000001,STOCK_CODE
stock_col_1,000333,STOCK_CODE
stock_col_1,000725,STOCK_CODE
stock_col_1,000858,STOCK_CODE
stock_col_1,000963,STOCK_CODE
stock_col_1,002594,STOCK_CODE
stock_col_1,300750,STOCK_CODE
stock_col_1,6000000,STOCK_CODE
stock_col_1,ABC001,STOCK_CODE
stock_col_1,300059,STOCK_CODE
stock_col_2,000002,STOCK_CODE
stock_col_2,000063,STOCK_CODE
stock_col_2,000651,STOCK_CODE
stock_col_2,000768,STOCK_CODE
stock_col_2,000895,STOCK_CODE
stock_col_2,002415,STOCK_CODE
stock_col_2,300015,STOCK_CODE
stock_col_2,300308,STOCK_CODE
stock_col_2,12345,STOCK_CODE
stock_col_2,00A123,STOCK_CODE
stock_col_3,000004,STOCK_CODE
stock_col_3,000066,STOCK_CODE
stock_col_3,000776,STOCK_CODE
stock_col_3,000938,STOCK_CODE
stock_col_3,000999,STOCK_CODE
stock_col_3,002230,STOCK_CODE
stock_col_3,300124,STOCK_CODE
stock_col_3,300274,STOCK_CODE
stock_col_3,9999999,STOCK_CODE
stock_col_3,ABCDE1,STOCK_CODE
stock_col_4,000006,STOCK_CODE
stock_col_4,000100,STOCK_CODE
stock_col_4,000333,STOCK_CODE
stock_col_4,000625,STOCK_CODE
stock_col_4,000725,STOCK_CODE
stock_col_4,002241,STOCK_CODE
stock_col_4,300059,STOCK_CODE
stock_col_4,300750,STOCK_CODE
stock_col_4,00001,STOCK_CODE
stock_col_4,XYZ789,STOCK_CODE
stock_col_5,000007,STOCK_CODE
stock_col_5,000069,STOCK_CODE
stock_col_5,000783,STOCK_CODE
stock_col_5,000898,STOCK_CODE
stock_col_5,000977,STOCK_CODE
stock_col_5,002475,STOCK_CODE
stock_col_5,300033,STOCK_CODE
stock_col_5,300433,STOCK_CODE
stock_col_5,12B456,STOCK_CODE
stock_col_5,8888888,STOCK_CODE
stock_col_6,000008,STOCK_CODE
stock_col_6,000090,STOCK_CODE
stock_col_6,000800,STOCK_CODE
